standard_text,dialect_text,dialect
মনে পড়ে যায় আমার ভালোবাসার মানুষটার কথা ,মনে পইড়া যায় আমার ভালোবাসার মানুষটার কথা,Mymensingh
গানটা শুনলেই পুরাতন ইতিহাস মনে পড়ে,গানডা হুনলেই পুরান ইতিহাস মনে ফড়ে,Mymensingh
এই ছবির  সব গানগুলো অনেক সুন্দর,এই ছবির বেগ গানগুলাই মেলা সুন্দর,Mymensingh
 সব সময়ে গান গুলো বেশ সুন্দর ভালো লাগে শুনতে ,বেগ সময় গান গুলা বেশ সুন্দর ভালা লাগে হুনতে,Mymensingh
মৌসুমি আপুকে বলছি এরকম  একটা ছবি আমাদেরকে আবার উপরহার দিন,মৌসুমি আপুরে কইসি এরকম একটা ছবি আমরারে আবার উপহার দেন।,Mymensingh
"মৌসুমী আসলেই খুব সুন্দরী, আমি কাছ থেকে দেখেছি","মৌসুমী সত্যিই মেলা সুন্দরী, আমি কাছ থাইক্কা দেখছি",Mymensingh
একদিন হয়তো পৃথিবীর মায়া কাটিয়ে চলে যাবো পরপারে,একদিন হয়তো দুনিয়ার মায়া কাটিয়ে চইল্লা যামু পরপারে,Mymensingh
"চোখ মেললেই দেখি তোমাকে, চোখ বুজলেই পাই আরো কাছে","চোখ মেললেই দেহি তোমারে, চোখ বুজলেই ফাই আরো কাছে",Mymensingh
আরও  বেশি ভালবাসা আমি দিতে চাই,আরও বেশি ভালবাসা আমি দিতাম চাই,Mymensingh
এই  গান আমার এত প্রিয় এখনো শুনি অনেক সুন্দর একটা অনুভুতী কাজ করে,এই গান আমার এত প্রিয় এহনো হুনি অনেক সুন্দর একটা অনুভুতী কাম করে,Mymensingh
"যৌবন আসার আগেই তাকে ভালো বেসেছিলাম, আবার যৌবন শেষ হবার পরেও তাকেই ভালো বাসবো","যৌবন আওনের আগেই তারে ভালো বাইসা ফালাইছিলাম, আবার যৌবন শেষ হওনের ফরেও তারেই ভালো বাসমু",Mymensingh
সাত বছর পর খুজে পেয়েছি আমার প্রিয় গানটা,সাত বছর বাদে খুইজ্জা পাইসি আমার প্রিয় গানডা,Mymensingh
জীবনে  অনেক  গান শুনি তারপরেও  কেন জানি না এই গান গুলোর মত এত ভালো লাগে না,জীবনে অনেক গান হুনি তারফরেও কিল্লেগা জানি না এই গান গুলার মত এত ভালা লাগে না,Mymensingh
"যখন গানটা নতুন বের হয়েছিলো, তখন অনেক শুনেছি","যখন গানডা নয়া বাইর হইসিন, তহন অনেক হুনছি",Mymensingh
এই গানটা যে কতো বার যে শুনেছি তার কোনো হিসেব নেই,এই গানডা যে কতো বার যে হুনছি তার কোনো হিসেব নাই,Mymensingh
