standard_text,dialect_text,dialect
"যতবার দেখি ততবার ভালো লাগে, মৌসুমিকে গানটাতে অসম্ভব সুন্দর লাগছে","যতবার দেহি ততবার গম লাগে, মৌসুমিরে গান্নানঅত অসম্বব সুন্দর লাগের",Chittagong
এখনো ভালো লাগে গানটা,আইযো গম লাগে গানইবা,Chittagong
কালো আর লাল শাড়িতে মৌসুমী আপু কে অসম্ভব সুন্দরী লাগে,হালা আর লাল শারিত মৌসুমি আফারে অসম্বব সুন্দরি লাগে,Chittagong
মনে পড়ে যায় আমার ভালোবাসার মানুষটার কথা ,মনঅত ফরি যা গই আঁর বালবাসার মানুষসার হতা,Chittagong
গানটা শুনলেই পুরাতন ইতিহাস মনে পড়ে,গানইবা ফুনিলেই ফুরান ইতিহাস মনঅত ফরে,Chittagong
এই ছবির  সব গানগুলো অনেক সুন্দর,এই চবির বেজ্ঞুন গান বউত সুন্দর,Chittagong
 সব সময়ে গান গুলো বেশ সুন্দর ভালো লাগে শুনতে ,এগাযা গানওন বর সুন্দর ফুইন্তো গম লাগে,Chittagong
মৌসুমি আপুকে বলছি এরকম  একটা ছবি আমাদেরকে আবার উপরহার দিন,মৌসুমি আফারে হয়্যি এন্ডিল্লা এক্কান চবি আঁরারে আবার উফার দঅন,Chittagong
"মৌসুমী আসলেই খুব সুন্দরী, আমি কাছ থেকে দেখেছি","মৌসুমি আসলেই বর সুন্দরি, আঁই হাচ অত্তুন চাই দেইক্কি",Chittagong
একদিন হয়তো পৃথিবীর মায়া কাটিয়ে চলে যাবো পরপারে,একদিন ফিতিবার মায়া হাডাই যাইয়্যুম বই ফরফারঅত,Chittagong
"চোখ মেললেই দেখি তোমাকে, চোখ বুজলেই পাই আরো কাছে",চোক মেলিলেই দেহি তোঁয়ারে চোক বান্দিলে ফাই আরো হাঁচে,Chittagong
আরও  বেশি ভালবাসা আমি দিতে চাই,আরোও বালভাসা আঁই দিতা চাই,Chittagong
এই  গান আমার এত প্রিয় এখনো শুনি অনেক সুন্দর একটা অনুভুতী কাজ করে,এই গান আঁর এত ফ্রিয় আইযো ফুনি বউত সুন্দর এক্কান অনূবুতি হাজ গরে,Chittagong
"যৌবন আসার আগেই তাকে ভালো বেসেছিলাম, আবার যৌবন শেষ হবার পরেও তাকেই ভালো বাসবো",যৌবন আইবর আগে তারে বলবাইসসিলাম আবার যৌবন শেষ অইবর ফরও তারেই বালবাইসসম,Chittagong
সাত বছর পর খুজে পেয়েছি আমার প্রিয় গানটা,সাত বচর ফর তোয়াই পায়্যি আঁর ফ্রিয় গানইবা,Chittagong
জীবনে  অনেক  গান শুনি তারপরেও  কেন জানি না এই গান গুলোর মত এত ভালো লাগে না,জিবন অত বউত গান ফুইন্নি তারফরো কেন যানি গান এগুনর নান এত গম ন লাগে,Chittagong
"যখন গানটা নতুন বের হয়েছিলো, তখন অনেক শুনেছি",যেত্তে গানইবা নতুন বাইর অয়্যিল এত্তে বউত ফুইন্নি,Chittagong
এই গানটা যে কতো বার যে শুনেছি তার কোনো হিসেব নেই,এই গানইবাযে হতবার ফুইন্নি তার ইসাব নেই,Chittagong
