standard_text,dialect_text,dialect
একদিন হয়তো পৃথিবীর মায়া কাটিয়ে চলে যাবো পরপারে,একদিন দেইয়ের পিতিবির মায়া ছাড়ি চলি জাইয়ুম পারাপারে,Noakhali
"চোখ মেললেই দেখি তোমাকে, চোখ বুজলেই পাই আরো কাছে",চোক এইগা  মেললেই দেখি তোমারে চোক বুঝলেই পাই আরো কাছে,Noakhali
আরও  বেশি ভালবাসা আমি দিতে চাই,আরো বেশি ভালো বাসা দিতে চাই,Noakhali
এই  গান আমার এত প্রিয় এখনো শুনি অনেক সুন্দর একটা অনুভুতী কাজ করে,এই গান এত প্রিয় এখনও শুনি মেলা সুন্দর একখান অনুভুতি কাম করে ,Noakhali
"যৌবন আসার আগেই তাকে ভালো বেসেছিলাম, আবার যৌবন শেষ হবার পরেও তাকেই ভালো বাসবো","যৌবনে আসার আগেই তাকে বালা বাসছিলাম,আবার যৌবনে শেষ হবার পরেও তাকেই ভালো বাসবো ",Noakhali
সাত বছর পর খুজে পেয়েছি আমার প্রিয় গানটা,সাত বছর পর খুঁজি পাইসি আমার প্রিয় গান অন,Noakhali
জীবনে  অনেক  গান শুনি তারপরেও  কেন জানি না এই গান গুলোর মত এত ভালো লাগে না,জীবনে অনেক গান হুনি তারপর ও কেন জানি না এই গুলার মত আর ভালা লাগে না ,Noakhali
"যখন গানটা নতুন বের হয়েছিলো, তখন অনেক শুনেছি",জেইসময় নতুন গান বাইর হয় তখন তুন হুনিয়ের,Noakhali
এই গানটা যে কতো বার যে শুনেছি তার কোনো হিসেব নেই,এই গান অন যে কত বড় হুনছি তার কোনো হিসাব নাইয়ের,Noakhali
ছোটবেলার স্মৃতিগুলো মনে পরে যায়,ছোটবেলার কথা মনে পড়ে যার ,Noakhali
মাত্র এক বছর পর গানটার বয়স এক যুগ হবে যাবে,মাত্র এক বছর পর গানটার একযুগ হয় যাইবো ,Noakhali
ভবিষ্যতে আমার ছেলে মেয়ে যখন এসব গান দেখবে তার বাবা কতটা রোমান্টিক ছিল,ববিশোতে আর পোলা মাইয়া জোন দেখবো হেগুনের বাপ কথা টা রোমান্টিক আছিলো,Noakhali
এই গানটা কতবার শুনিছি আমি নিজেই জানি না,এই গান টা যে কতবার হুনছি আই নিজেই জানি না,Noakhali
