standard_text,dialect_text,dialect
গানটা শুনলেই পুরাতন ইতিহাস মনে পড়ে,গানডা হুনলেই পুরান কথা মনে পড়ে,Barishal
এই ছবির  সব গানগুলো অনেক সুন্দর,এই ছবির বেবাক গানগুলা বেমালা সুন্দর,Barishal
 সব সময়ে গান গুলো বেশ সুন্দর ভালো লাগে শুনতে ,হগোল সময় গানগুলা বেমালা ভালো লাগে হোনতে,Barishal
মৌসুমি আপুকে বলছি এরকম  একটা ছবি আমাদেরকে আবার উপরহার দিন,মৌসুমী আফারে কইছি এইরহম এউক্কা ছবি মোগো আবার উপহার দেন,Barishal
"মৌসুমী আসলেই খুব সুন্দরী, আমি কাছ থেকে দেখেছি","মৌসুমী আসলেই বেমালা সুন্দরী, মুই ধার দিয়া দেখছি",Barishal
একদিন হয়তো পৃথিবীর মায়া কাটিয়ে চলে যাবো পরপারে,এককালে হয়তো এই পিরথিবির মায়া কাডাইয়া চইলা যামু পরপারে,Barishal
"চোখ মেললেই দেখি তোমাকে, চোখ বুজলেই পাই আরো কাছে","চোখ খুললেই দেহি তোমারে, চোখ বোঝলেই পাই আরো ধারে",Barishal
আরও  বেশি ভালবাসা আমি দিতে চাই,আরো বেমালা ভালবাসা মুই দেতে চাই,Barishal
এই  গান আমার এত প্রিয় এখনো শুনি অনেক সুন্দর একটা অনুভুতী কাজ করে,এই গান মোর বেমালা পছন্দ এহনও হুনি ম্যালা সুন্দর এউক্কা অনুভূতি কাম করে,Barishal
"যৌবন আসার আগেই তাকে ভালো বেসেছিলাম, আবার যৌবন শেষ হবার পরেও তাকেই ভালো বাসবো",যৌবন আওয়ার আগেই হ্যারে ভালো বাসছিলাম আবার যৌবন ফুরাইয়া যাওয়ার পরেও হ্যারেই ভালবাসমু,Barishal
সাত বছর পর খুজে পেয়েছি আমার প্রিয় গানটা,সাত বছর পর খুইজা পাইছি মোর পছন্দের গানডা,Barishal
