standard_text,dialect_text,dialect
এই ছবির  সব গানগুলো অনেক সুন্দর,ওউ ছবির হখলটি গান খুব সুন্দর,Sylhet
 সব সময়ে গান গুলো বেশ সুন্দর ভালো লাগে শুনতে ,হখল সময় অউ গান গুইন সুন্দর আর হুনতে ভালা লাগে,Sylhet
মৌসুমি আপুকে বলছি এরকম  একটা ছবি আমাদেরকে আবার উপরহার দিন,মৌসুমী আফারে কইছি অলাখান এখটা ছবি আমরারে আবার উপহার দেইন,Sylhet
"মৌসুমী আসলেই খুব সুন্দরী, আমি কাছ থেকে দেখেছি","মৌসুুমী হাছাউ অনেখ সুন্দরী, আমি কান্দা থাকি দেখছি",Sylhet
একদিন হয়তো পৃথিবীর মায়া কাটিয়ে চলে যাবো পরপারে,এখদিন কিবা দুনিয়ার মায়া কাটাইয়া যাইমু গিয়া পরপার,Sylhet
"চোখ মেললেই দেখি তোমাকে, চোখ বুজলেই পাই আরো কাছে","চউক মেললেউ দেখি তুমারে, চউক মুজলে পাইলাই আরো কান্দাত ",Sylhet
আরও  বেশি ভালবাসা আমি দিতে চাই,আরো বেশি ভালোবাসা মুই দিতাম চাই,Sylhet
এই  গান আমার এত প্রিয় এখনো শুনি অনেক সুন্দর একটা অনুভুতী কাজ করে,ওউ গানটা আমার অতো প্রিয় এখনো হুনি বাক্কা সুন্দর এখটা অনুভূতি কাম করে,Sylhet
"যৌবন আসার আগেই তাকে ভালো বেসেছিলাম, আবার যৌবন শেষ হবার পরেও তাকেই ভালো বাসবো","যৌবন আওয়ার আগেউ তারে ভালাপাইছলাম, আরখবার যৌবন হেষ অওয়ার বাদেও তারেউ ভালাপাইমু",Sylhet
সাত বছর পর খুজে পেয়েছি আমার প্রিয় গানটা,সাত বত্‌সর বাদে আমার ফছন্দর গানটা খুজিয়া ফাইলাম,Sylhet
জীবনে  অনেক  গান শুনি তারপরেও  কেন জানি না এই গান গুলোর মত এত ভালো লাগে না,জীবনে বহুত গান হুনি এরবাদেও খেনে জানি না অউ গান গুইন্তর মতো অতো ভালা লাগে না,Sylhet
"যখন গানটা নতুন বের হয়েছিলো, তখন অনেক শুনেছি",যেসময় গান গুতা নয়া বারইছিল হেসময় বাক্কা হুনছি,Sylhet
এই গানটা যে কতো বার যে শুনেছি তার কোনো হিসেব নেই,ওউ গানটা যে খতবার হুনছি তার কুনো হিসাব নাই,Sylhet
ছোটবেলার স্মৃতিগুলো মনে পরে যায়,হুরুকালর ঘটনাগুইন মনো পড়ি যায়,Sylhet
মাত্র এক বছর পর গানটার বয়স এক যুগ হবে যাবে,মাত্র এখ বছর বাদে গানগুতার বয়স এখ যুগ অই যাইবো,Sylhet
ভবিষ্যতে আমার ছেলে মেয়ে যখন এসব গান দেখবে তার বাবা কতটা রোমান্টিক ছিল,পরেদি আমার হুরুতাইন যেব্‌লা অতা গান দেখবা তারার আব্বা কতখান রোমান্টিক আছিল,Sylhet
